IMAGE,SCORE
86cc6e863c9b6bb2a0e0db114c9775aa.jpg,7.652658319666687
da71671681d9cef5b60727801bf95ef8.jpg,5.752295933657826
821a9ff5df6e581c68c0371dc6b1eb90.jpg,7.495950177137602
ed842bb42c39fe257ac459b544bb7ba8.jpg,7.619132726352127
6eed69b8f6d62f28b809d9cbafcaab0b.jpg,5.739549808914662
65134068324ae1001f3429fc67157e4e.jpg,3.916164988657324
658fe2cfdc56f26b9db84adc7ae76746.jpg,7.339596313810957
99e39d008d547f63ebf45456b84de404.jpg,7.05559233459229
ce4ed46105368c5a9b72a3ea0eb7e0c4.jpg,7.454019834120812
aa61934244562b6de348d8f45c781474.jpg,7.751444034233993
31a8f774a8a300cd40ca4b8bf98ec31a.jpg,6.026099087779626
1bb52bc97920d9d14e78bfa55cede297.jpg,6.475110025230728
ec79b72f605e6f4aa45df6ac9b2c4fd1.jpg,5.972502831639418
2d2021b8685107679e244262c867a668.jpg,2.331470975015236
7e5c81a3df9deddbb1684727909d78b9.jpg,6.013264082238654
27ff11f14ae5d313a4392d7ee4fd2c9b.jpg,7.633349908651838
828490c2515e2af9799fd4038e5f2250.jpg,7.688993254348814
c2e127708ce8cf77f525f0c237c0da69.jpg,7.533242801409241
e781529768c8c733ab0b99a9a4aa46aa.jpg,7.707344960188138
c568928c453cb434c52cd29d17da000c.jpg,6.290466109488137
c358d0623da103b6e41fb4ec6df5acc2.jpg,5.512230311995475
e6a4fad4be8a2f9d87a261bd119dc0cd.jpg,2.4325175180494885
3c3ebec9848077d658f764ad9d08ad4e.jpg,2.404816890250824
2ec02ea21d93f3864d731f5ac4242452.jpg,7.234635968024193
e72254734c38ffb8896c7b0a3e2c5aa3.jpg,6.743498365391607
2856aeb11702eb907ffdfa1d6c16c67a.jpg,7.780023962657625
66aa3983f75aac25516dacaec437931d.jpg,5.626892380571582
74b26e9d1f435b8317679a5474ff5c45.jpg,6.856302089190119
6c8c46ca4206c79b633ef86ee2bd4c9c.jpg,6.297526205258633
b10e1e8815d7798d86777437018ab491.jpg,6.874344834128957
e5a0cece2d58be18a80361f7ab7cf565.jpg,8.118009063560342
12f2da2175a0d94a6776343c9f138164.jpg,7.861650967591748
e656df8f137a5574f552235d07e6447e.jpg,7.090527777220798
7d200bf03a4584112a2418a90b55fd64.jpg,7.350772936596658
b08be94349c40cdacd436e6e409a87f9.jpg,7.781252016769351
f2aa31f4a260339405a5c73c85f917b1.jpg,6.980140858736127
75a3cca3281a12bce2944295166d0667.jpg,6.701629951680348
9a59fbd27831e927288d90c1b88dfa16.jpg,5.659397375721632
0de68f3ad48f3c5e128f0c18e92477f0.jpg,6.570874665562504
a76ed3735d1782d1ec7a490f0a169d91.jpg,4.564978336949129
2c64f377811299385d248ff45ed34a08.jpg,6.199934986178857
6e0bac9c7a19d03db7b8e4f848e15047.jpg,7.504078099573173
6978add1375dae8dec89a9d61bc403f1.jpg,7.512949392255081
5175feaced63749fcc250bc42311a1f1.jpg,7.781096182436171
1981b9fb779fc66410eda3934ef39629.jpg,3.7537250166522584
45ef029d21ab1b4b373c803da6bf068c.jpg,7.644155543627838
23b1516c9b0e2f6730953de41d9d95ea.jpg,6.18755118409178
d42b78d1460b837f776d46817329fbad.jpg,5.677501455063854
8228eca74aa85a263a659c7231988fd1.jpg,8.06697832495535
6e9d2bef824f5af6f83574035fcac00f.jpg,2.648491713013009
05d42b9f4a7b88532730d864d71aa252.jpg,7.531684280927651
bde8c0a161798a84bf4954fe08b73604.jpg,6.967809454091933
4b4129d1cdcdc038c52139191921373a.jpg,7.644187729112285
687ae424ca6936fd7d51e02058500ee4.jpg,6.6761676084678045
03cfde0fed275c16e45562d558c433c8.jpg,5.736173813478883
bff5c8880a5a35d27d98468766ff8c28.jpg,3.11260449999754
a2f89c7705c646bd8d39573b2e2643f7.jpg,7.572790120132644
cc2a870690a30522d23048de9d854b42.jpg,3.342098866112272
86328242264ae4d953768e064f314b3e.jpg,5.335523474160662
d7429740b1c64d9896032afcb5740a46.jpg,5.840271834286766
b1397878f1c9c75fd7614563c5eb9c69.jpg,4.988052391562621
cd3fadc6f253a4b0cfae9c47fdde628f.jpg,8.050213341213212
83fc8dfe1437445e4e214cd14fca693b.jpg,7.551610966427184
1444cb6d2c9d2dcdc07ec5e465e4f889.jpg,5.335183245062651
654113a3c7fe20b038444a38c4b6d56d.jpg,5.728729239771623
c0f72efea4decc3d6b9d34cb170bfc8f.jpg,7.584399722553558
c699fba2151c5e30cdef81c2e8ac8b99.jpg,7.701274846857132
762f7d9b638fbc4b810e837ab8baf821.jpg,5.426682527573272
40e9d805fcc9ed29b9582835087e70fa.jpg,7.792416513513139
ad6e701a24ff1c86be5a8611731635a6.jpg,5.099510224660664
7977f4a55de85c8b49b9d5ef6d08b094.jpg,4.830439877342938
0389729b369d9079d165d25198864f0d.jpg,4.954198657300826
66586437bd4d248ad27c713b38f6fe95.jpg,7.80237859603708
00a06d2f44cbed6d014e0c7e8e17d88a.jpg,5.907956680912034
c4789d425e14e1444bccaa193567a56d.jpg,7.9968939130859376
5e4623ade8f290ad2f4a6505f26dd911.jpg,8.598436795566576
ef61a86c633a74a57189acc4ab89847d.jpg,7.694910658592172
b1ceec8a1b144f92b1b9937e424ad059.jpg,4.749878058952119
603927abbfa23ea374efe22c91812e12.jpg,7.578353875114878
0126a997375ccf5742bc80c2585ee8a3.jpg,7.708374808976208
e6559c0aede5ccc3cfd3f3f67f954882.jpg,7.305499810486189
f1a5f986d205980d6f1dd5294d03d8d8.jpg,6.9724515869805055
bd7349a902eebdc79d921696a7b9db5a.jpg,4.06857024786203
c0f723897d31eb773139424d615fa979.jpg,7.676278618573557
9f2cd246ff817dadc5e1cca442496d8f.jpg,6.081225251823862
bd8e551fbd0bb994d7ab67ed60178dfa.jpg,5.378560267147816
981989598a84cd77014f6ae275873bfa.jpg,7.561454325989235
0ac5cb9357c956e0c228d2f17222a76f.jpg,7.181240608564138
0a4a32d17da289da93b705693dedcb65.jpg,4.261793718505512
db77df436fa5ace0a1ac73ce77874f09.jpg,3.367659270938354
58cf013468756fce5843f4ea00cdb137.jpg,6.034795753866218
dd9dab59bd69a2de53668b1bfc72df92.jpg,4.1990639023674925
5d84523cd3e2ef5d67d75af4a33185cd.jpg,6.38151212041575
bf68f2a97a33fdaec6277829d234587a.jpg,7.710606815665358
8abbb25abec5b0b2c0cf58c3be99d2b4.jpg,7.6039586884885155
974bda47581d7b0ca4a35cab8e8c5db7.jpg,7.021388550845186
b3c835bee319d79ca46224b87eb74e86.jpg,8.663078768157613
a9985080676840d8399abd5e4fb3d583.jpg,6.505308762090717
9efe1b277edd2dc21b3588851c9c2e6e.jpg,6.817480111234693
1ff574737cb96e579d0d48e7a3f16f74.jpg,7.548456592106809
09123ae768aa338edfb79b7057d0258e.jpg,6.855634493612892
cdb730ba3d0cc4bd61e94dd06de71f36.jpg,3.0934847957503173
e974f8842f871631ae44fd20480865bf.jpg,6.825988611707102
162650e8d10587e9870791e26c6a0fac.jpg,7.696259266741224
71743130d7de280e1d0ea2597b2ce070.jpg,5.498754379121614
2b850341d0793f568895c80bd66d05d0.jpg,7.381268677209891
2ad6117affc507e1e5545e9781ca4abf.jpg,6.636951422568131
fcca12ce5cdcac2fcf6997a19d5c0a51.jpg,7.769307253679516
3357b97c4c5f414ed01fa710be3e12b4.jpg,6.657106681137122
0f838efdee7a88165f1967ba1d7d53f9.jpg,5.666776427858278
70bc52531a7f00b1af6eaa76a0ee764c.jpg,5.657013403177704
eabb263392fcc048c69de8b1b70dd120.jpg,4.7527417195887125
0870b5f847a5c7997ea244c01785403f.jpg,6.720291747958688
3318768248f7bcd7abad48fa069dc625.jpg,4.33458313401733
40fcff8d88007400daabe8d6fe2fc2d0.jpg,4.660926643371815
11b867a1ba249a352deb56c6b68f6eb9.jpg,6.0894266928593055
6dabb4bb6827ca23d6b45e5aca13935d.jpg,4.706561688470158
a792bc1a9aaf215ef5716c3babf85f7f.jpg,7.699365284779828
c54370e406450c66ba0850f1feafc6ed.jpg,7.466110831509319
d3da76e45ff4d29652a0eaf2b7d24703.jpg,3.894037654265987
c95ab251a11c0fe8ee0eaba98064385d.jpg,5.480485750629962
2359258c6540c61649bb225b5b1a6dea.jpg,6.539691453886316
509333f6751d34e8447ffa28d70701d1.jpg,2.609758224404362
fe852dabe495d99bd2d4d1b6c1fdc85e.jpg,7.549207752663268
f8d782e5a13333ff69f2de7bf972f427.jpg,7.741227919669612
8a95f3ef4f6346eb97b5255aee24dc2f.jpg,6.371039535379644
653c7eaa5fb9cf77389a0085231135be.jpg,4.500890393582746
8fd895e684d3d92830e435a66c617346.jpg,4.002983544069704
6ae8539213bd427f657c6aa420070ea9.jpg,8.223073975042889
d849200b190f8d64a36c89d1c055141c.jpg,6.781706608949241
42ef02673270c9a7425de7e84baa7b0c.jpg,5.487289324232095
43fbe0d4de1b9623daa20f6c3f426b0e.jpg,4.889066910603224
54961ebc282257a8856cbfc854b11475.jpg,2.046866428890533
0ecfb22edae69078799c1e0e8bde5493.jpg,4.8184447841110645
23e682bc6b3f06862bf3ddf5576f5922.jpg,6.38047041119965
df3b469cf18b565dd61cea9b15030a40.jpg,5.854679224845208
7b0879540ee06196550ef6ffdbb305fd.jpg,7.5571865141291985
f04d44d96fd0687b5bec1ed5d2e29017.jpg,7.66539481144523
a0b86c0f427e029a415e70af097b2b1f.jpg,6.827158706750466
b76579685ec2601d119db6b38c320331.jpg,7.786218310557784
7f13e213cf05ed36af9eddc006be94b7.jpg,7.684288144588574
a5d8c24aa151dd933fb365ecac858d0f.jpg,4.995307962750918
637fc7db4a93f36a39b425d3e7c2eea3.jpg,4.708963258784724
9bf02aae91f2903d3cacaa28f4d9cbe0.jpg,6.768114824058805
aa73d4a8a477a0fec5ac0f726d61e6e3.jpg,3.0796442190479585
70ed59a90ddbfe935260ee67ea858bbc.jpg,7.255361143429601
108c65696bab785a0cc88354915a530c.jpg,3.7634683773447257
a43f0d673fe15cf35ef7156c7fe6f68b.jpg,7.599465955065827
6f145c601e8db28232a670b004e95bab.jpg,7.62326030104326
9e9565ffcc761e9b37e0b7b868fd283a.jpg,7.333600239147231
0a28a8914f6532a4ec7ce07bc2d88295.jpg,6.908617134954139
e10b74c5fa44730299beb4ce6e4661f4.jpg,6.196875480751694
e458cfb51d4ff0102e1e4980e5ec873c.jpg,7.431974519561096
2402808c30f3cc3eb33bb6e760e17b42.jpg,2.7716268822618955
91ba656f7b63ba55710c18ddc73496b8.jpg,5.1000602592817295
913d151a93294922de2f5526ef35b0e2.jpg,5.067689790556168
3acc209632596934791b8849a2231d3a.jpg,5.491123665279839
25d6ffe76882914fc85f9b0f51738144.jpg,2.208191950989466
fa1de86c8a59de9dc7ba02f59aa36444.jpg,5.643298011731516
eea29d09fbf1feac20e5e65403fffb6c.jpg,2.9058814224792604
f8725ba572708b989f8a66d403b18821.jpg,7.551740598307794
3f57e622331ab3c763739b7477bf7b93.jpg,4.900568816118968
052396c34d7c11d131f12b0f382022b2.jpg,5.108230939494087
1084e80d6711501a74c96bdee97a9045.jpg,6.689979104476082
97e288fdc52a7d742a06a2da4cb04716.jpg,4.659869009034016
ec3b5bcfd55e0a3ba43663786a6085da.jpg,6.781550448539707
ef9756d294c12faf05e6db5df1237975.jpg,2.4349075176026096
50a960bd5045cb6e9f5121dfad70f607.jpg,7.775490755606137
9b83764e7929154f8f19f19fab4d5060.jpg,5.777924025143469
48b76fba06af1398a9384f39a1f4fa3c.jpg,6.6305550309981545
3403636dd5da7eeda63582961d8b042b.jpg,6.643608919790871
413259b50a25b5a737eed6da93c93ea3.jpg,4.738134133689528
7110c10e943b464f367e9706ea994c36.jpg,7.5621088145542625
52c33072d9d7033ac926090737f22700.jpg,6.548440259221299
28c61634c15fc4267d7f2653b3b12925.jpg,6.237400911737339
fdd92c1630b8db6e3fc4b03e85a24942.jpg,6.269244352552663
e27cdb52cff96ea6db5a2b72bec3de9e.jpg,5.897628460623228
a904283d77b191186899bb331fb41e12.jpg,4.7141219005072434
791bfa3e144ddf2e9901d490e3f15c1d.jpg,2.404774083329721
f2c70ef8135f097c0ef30dcf83cc50ea.jpg,6.637538185859361
860c3e32f96063f52c4833b9f64f1d30.jpg,7.102635200519751
d658902d7f2eb09345ad7d103151f4bc.jpg,5.633140543053225
da09459021e87e72c2412d95063bef86.jpg,7.614730677420034
25ed46bb16bb4e98c647599d82ea447c.jpg,4.799880828315764
3d32a330b3bf6ae7dc7b6f08edf5cd41.jpg,8.094385452748346
67c0507bd8dec5073d7ea0e8b2b491ef.jpg,7.293533030550881
0fe40d65bca413f3ef3cb6ec646f4d33.jpg,6.599558068127188
1cfb85eeb9f712248d006bf7e854ff00.jpg,7.517169589986128
ba9f1c369ff49a2d395b76d3ac837aec.jpg,5.433660163232724
b30e15e1cd07616da4e78aa849eb30a7.jpg,7.579757319109204
282339b0a2c6b0bba1bbd3d664ce8cc0.jpg,7.742729598770665
902820be3ae0aab9bf0a4d2138153979.jpg,7.718459111955651
6d95bab1ab51351f2d049a10786550b8.jpg,7.794014936603038
630ca58f0eb3797a21fb9d3546e713bc.jpg,7.6024796629516835
606be51079d078872a125c5059725445.jpg,6.469930123991877
4bf024f9ea5908229626dafa2b46653b.jpg,7.526855959077855
b427bd2b1be1e43cc3512f155da46d14.jpg,7.660065513877492
43ba16a9560505d6f0f970d60ff95f98.jpg,7.126506445611411
72d4f0c83613a23e9bb508dc75f78b1d.jpg,7.618822044449492
b4d6e7afcdb5905aa3cbece421ea7aa5.jpg,4.181045213662361
755c3898e9265335a624f02eb86baa9f.jpg,2.86486267189055
9a19e88f8fc3621056a508eda831266d.jpg,3.2122629401576988
87ae1d567a9702952a82eb5d6505e7fa.jpg,7.7353047007181726
ed2a8baf2907c4906288d5844aaf3e8c.jpg,7.94263575970111
d0322ff4eb1bc322a1b0299bd957de67.jpg,3.97074712761082
57e0760fb72c3825fb71e4a27b7d2059.jpg,6.0321438011999104
ef3f109ae76fb954b86e0e088f797b05.jpg,7.783457728868608
3c689c57c5dcdf844c852ad14b0eb50c.jpg,6.587086646009299
489ab6f4fdca7671fb57944d194b7338.jpg,6.361100198006634
675adf2b5cc77dfe329d0407cc16c661.jpg,5.435026307022686
ecfff0654105ed4a0ada2465be02161d.jpg,7.1790701033722275
8ddd3bce9a65444dd0c91d3f2e6034e9.jpg,5.7569732341806406
03d21696cd1610f2d7511697cec20fce.jpg,3.9139013088643244
bc6d5484bb6387c240364435a532fdd9.jpg,6.874280207197554
b93481ae27067fbe76d94e62ca56744e.jpg,7.549018387164911
d4aae0734014e185dde3ec32a0959874.jpg,5.695565743812242
60f37e4d37b801939eb51d52ecfed4a5.jpg,7.578617965850274
cddbcf9fcef27b09dc2a8b0add23f2bd.jpg,4.315610697290202
9cd34c6241892e1bbec9b0f5b7b4fca9.jpg,6.590179960698698
25feee581e43978a1c2ea4c701178439.jpg,6.046536524787027
ef135943e8ba884ca622a65a7d1473d0.jpg,6.700956861857716
9b9c6d77e2e196de9d11f9c42ba5d802.jpg,5.35523928268978
0a3b289b389edc4ea520a1f6a67f8cb3.jpg,6.924941645424337
db214d1ac4ca4f628009b1e85ed5b6b2.jpg,6.67425872656582
5550f2de430364ebbe1f993fdebe330b.jpg,7.763142566085991
f39b2d9c747520523c6528e6efe5f4d4.jpg,3.016940772840795
d5151d0e5c93e170eb749087ed08b1d4.jpg,7.418911429172184
96ad875b9539e69df2d7e86b924b827a.jpg,7.5133880230382655
ee4df17f306c22761e85e71342548a26.jpg,3.604109120409879
cdd33eefaf0386351c2fee0df48d651f.jpg,6.070038123803665
23bc8fc44d2564877c583fbeec3d5da3.jpg,6.206597006725588
2f612efd58412370498bb03df8f1c9d0.jpg,7.094209518471607
a3af36c0618a924d22db6218750a78dd.jpg,4.891024447780827
b4932c86654b39d05588382f7d1c75c9.jpg,3.643109548745497
bb74c99c5b44ff7d1fd72265e7d12475.jpg,6.649637953260973
8673f2495575b3b3c73978f23e8d7f4f.jpg,7.208867362717314
2f0b83dd32494ce69bf0f1fa660d60f1.jpg,7.652170188134721
620776b3b157423800e6de1890eeaf95.jpg,4.107435450309469
f5e7847cd730418b924cb013531491a7.jpg,6.206976979500683
a06e969d7778f2e8a230a431f342c973.jpg,6.380277353637418
142bd813020d07e1b382af60d9539018.jpg,7.690940878630549
f990d68b25909db26947d5e6f8b898aa.jpg,6.4754148009570685
e7d56ba0421b0b8c07a1243fab59c15c.jpg,7.734992341232707
1e50e933301bc909b53c3d3ae81b1e39.jpg,7.883750051971692
45e23ca6f277a73e5591645b87f6ecd8.jpg,6.39874545168485
8b33383f52d683a12fd63757ef4370fa.jpg,7.340648223122973
9ac7f77188d14b94a90928e7e33b8e93.jpg,7.7751892705434145
0053a112711b638c1c6135f67adfcf40.jpg,7.864722473958087
239b438d975d2c7f22e465c95e1e1024.jpg,4.764589462096403
2bd87ff6ea52a0183401996cffcdf4d4.jpg,4.622045368500429
99fd940c271b156533d5b14f66e1e3ac.jpg,4.160052147633879
ca021f51fef6f3ec5092368ef5e53c0b.jpg,7.699526529664827
560220dd4ad559fc7cf11ed3ab05236c.jpg,4.850867728875733
8d0ed3e91fa308b2703d2511074b165d.jpg,5.601190465798474
fe0ee7bc26934b7a41ec62644fa217d3.jpg,4.309531531076248
6d0e3b25c3d128d589e8622f89facabb.jpg,6.670410197388555
e3ed0a616cc54414984b04492135c722.jpg,7.37167340685636
8f761fd30da7f17f7f18c728663d2e73.jpg,6.689202338155768
2471e514d5040f013a7b9ae882d63f71.jpg,2.613222080292944
d7954d78fe141b9a38474db2108fc226.jpg,6.289232084793196
6a65be87e1e9345f4356943e3975fbea.jpg,7.3898645093407005
b82535a39d36ab2034563020a210e11e.jpg,6.605288133740722
f8e6714824056e6ccc0544e748aef0e9.jpg,5.004405609001085
67d99dd7f5e9bdc5c8d9627e160e2fb5.jpg,6.50145007597473
e531e66cb903d0f91b5381f1218ee36b.jpg,7.720209806105234
40ccc58ac66e67a15cd5c41b0a23411c.jpg,6.392230612723232
a31a9b39eca6b84e0db6ce04dfb2f0ae.jpg,5.66583522930038
144276da5e9bdef6027852a0ed99c572.jpg,5.856824993361859
e20c7f496baeedbc56532e31c7b950e8.jpg,7.742468098183984
a2e6e522446b9f3ed34ce049cc5175d7.jpg,6.501336303651875
1decf54a524945bc6920683f30e90c41.jpg,5.7929232979784615
8533ba39f5059014c88f65d5d79de806.jpg,6.2228271380893725
089d20ad10a565c6762311ea78487e27.jpg,6.949637364417016
d138cdea4ff3cd94757ccd85f2babf2c.jpg,7.416924891186036
9ede9471aea09910566faacd782c946a.jpg,6.800037583340721
4af7932227a00766256361fb4ea5e1a6.jpg,6.400150585054348
f6d2f0d6c74a7f26d950225c6f88e8fb.jpg,6.416147443845915
e3587ef1a7eac80de0b6f2c85e90d476.jpg,3.6938811854015854
9753209ffa16af630f5be7d89656cfe9.jpg,5.191543320297532
ce648987f5b8b14ff01b9b09f4086794.jpg,7.637989319784466
366dd3cc09865944064dce78a18f7ca5.jpg,4.333331716478472
722349752000806878b53a361f5017f0.jpg,6.988191884701318
92da8598ed42351865fb44234d35ec36.jpg,6.79665462369559
c1e995cb4cac4f7ac813c7528727d842.jpg,3.199489021189411
9d1fb1993303e0c4f58a839dd74c1c08.jpg,7.201391779576942
6eba58a4fafcfb74b4cfe54e53e98b01.jpg,7.516037982276041
f8ae1eec0869a272c5d50dd5b64917c2.jpg,5.708623057794723
